检索关键词,岗位名称,省份,城市,薪资原始文本,平均月薪,学历门槛,工作年限要求,企业名称
数据,数据分析师,湖南,湖南省长沙市,11000-20000元/月,15500.0,本科,3-5年,湖南微步信息科技有限责任公司
数据,数据标注员,湖南,湖南省长沙市,3000-5000元/月,4000.0,大专,不限,长沙谱蓝网络科技有限公司
数据,数据分析师,湖南,湖南省长沙市,10000-11000元/月,10500.0,不限,不限,智汇前沿咨询管理湖南有限公司
数据,数据科学家,湖南,湖南省长沙市,15000-20000元/月,17500.0,硕士,3-5年,长沙嗨蚁商业管理有限责任公司
数据,数据处理员,湖南,湖南省益阳市,4000-8000元/月,6000.0,大专,1-3年,湖南夏商周档案管理有限公司
数据,数据分析师,湖南,湖南省长沙市,6000-10000元/月,8000.0,本科,不限,湖南江音教育咨询有限责任公司
数据,数据分析师,湖南,湖南省长沙市,4000-9000元/月,6500.0,大专,1-3年,湖南拓普特斯科技有限公司
数据,数据分析师,湖南,湖南省长沙市,8000-9000元/月,8500.0,本科,3-5年,北京品辰科技有限公司
数据,数据架构师,湖南,湖南省长沙市,18000-35000元/月,26500.0,本科,10年以上,湖南天河国云科技有限公司
数据,数据分析师,湖南,湖南省长沙市,8000-13000元/月,10500.0,本科,1-3年,湖南华纳大药厂股份有限公司
数据,数据架构师,湖南,湖南省长沙市,18000-24000元/月,21000.0,本科,5-10年,湖南天河国云科技有限公司
数据,数据分析师,湖南,湖南省长沙市,5000-6000元/月,5500.0,本科,1-3年,长沙导航文化传播有限公司
数据,粤语数据标注员（全职）,广东,广东省惠州市,4000-5000元/月,4500.0,大专,不限,惠州市安尔数字科技有限公司
数据,粤语数据标注员（全职）,广东,广东省惠州市,4000-5000元/月,4500.0,大专,不限,惠州市安尔数字科技有限公司
数据,数据文员,广东,广东省广州市,4000-6000元/月,5000.0,不限,不限,广州翰代维服装有限公司
数据,仓库数据员,广东,广东省惠州市,5000-7000元/月,6000.0,本科,1-3年,爱派克斯供应链上海有限公司
数据,数据治理经理-物料主数据方向,广东,广东省佛山市,25000-35000元/月,30000.0,本科,5-10年,广东邦普循环科技有限公司
数据,数据工程师,广东,广东省珠海市,15000-25000元/月,20000.0,本科,3-5年,深圳市基克纳科技有限公司
数据,数据分析专员,广东,广东省深圳市,5000-6000元/月,5500.0,大专,1-3年,深圳杉科智服科技有限公司
数据,数据线焊锡工,广东,广东省广州市,5000-6000元/月,5500.0,不限,不限,广州董大电子科技有限公司
数据,AI 数据产品经理,广东,广东省广州市,11000-18000元/月,14500.0,本科,1-3年,广州众成大数据科技有限公司
数据,数据文员,广东,广东省广州市,5000-6000元/月,5500.0,大专,,广州粤靓清洗服务有限公司
数据,数据分析师,广东,广东省广州市,10000-15000元/月,12500.0,本科,1-3年,广州星创品牌管理有限公司
数据,三维数据采集师,广东,广东省广州市,5000-6000元/月,5500.0,大专,不限,广东网演文旅数字科技有限公司
数据,数据分析师,广东,广东省深圳市,15000-30000元/月,22500.0,本科,3-5年,武汉市葫芦哇技术有限责任公司
数据,数据标注,广东,广东省广州市,4000-5000元/月,4500.0,本科,1-3年,华瑞济南网络科技有限公司
数据,数据产品经理,广东,广东省深圳市,20000-30000元/月,25000.0,本科,3-5年,深圳市宁远科技股份有限公司
数据,后台数据,广东,广东省清远市,3000-5000元/月,4000.0,中专/中技,,清远市朝哥潮车汽车贸易有限公司
数据,数据分析师,广东,广东省惠州市,6000-10000元/月,8000.0,本科,1-3年,广东利元亨智能装备股份有限公司
数据,数据分析师,广东,广东省深圳市,7000-10000元/月,8500.0,本科,1-3年,深圳市芒果松科技有限公司
数据,数据分析师,广东,广东省深圳市,20000-25000元/月,22500.0,本科,5-10年,三立人深圳科技有限公司
数据,数据标注/AI训练师,广东,广东省广州市,5000-6000元/月,5500.0,本科,不限,位来智科广州数据技术有限公司
数据,医学数据经理,广东,广东省广州市,20000-25000元/月,22500.0,本科,5-10年,广州中康数字科技有限公司
数据,产品数据工程师（研发数据管理/数据维护）,广东,广东省深圳市,20000-30000元/月,25000.0,本科,5-10年,影石创新科技股份有限公司
数据,AI数据产品经理,广东,广东省佛山市,12000-16000元/月,14000.0,大专,3-5年,佛山美云智数科技有限公司
数据,数据产品（英语）,广东,广东省佛山市,20000-22000元/月,21000.0,大专,3-5年,佛山美云智数科技有限公司
数据,数据产品经理,广东,广东省佛山市,15000-17000元/月,16000.0,大专,3-5年,佛山美云智数科技有限公司
数据,数据产品经理,广东,广东省佛山市,13000-16000元/月,14500.0,本科,5-10年,佛山美云智数科技有限公司
数据,物料主数据项目经理,广东,广东省惠州市,25000-40000元/月,32500.0,本科,5-10年,美云智数科技有限公司
数据,数据产品经理,广东,广东省广州市,15000-18000元/月,16500.0,本科,3-5年,数说故事人工智能科技股份有限公司
数据,物料主数据项目经理,广东,广东省深圳市,25000-40000元/月,32500.0,本科,5-10年,美云智数科技有限公司
数据,数据分析师（业务数据）,广东,广东省深圳市,15000-25000元/月,20000.0,本科,3-5年,深圳市创想三维科技股份有限公司
数据,数据库研发工程师,广东,广东省深圳市,12000-20000元/月,16000.0,本科,1-3年,中证数智科技深圳有限公司
数据,数据标注员,广东,广东省韶关市,2000-4000元/月,3000.0,大专,不限,广东岭屿数智科技有限公司
数据,数据标注员,广东,广东省湛江市,2000-4000元/月,3000.0,大专,不限,广东岭屿数智科技有限公司
数据,数据标注工程师（多模态AI数据工厂）,广东,广东省深圳市,15000-20000元/月,17500.0,本科,5-10年,深圳市启创数智科技有限公司
数据,MES数据采集,广东,广东省深圳市,8000-10000元/月,9000.0,大专,1-3年,深圳市企链数字科技有限公司
数据,高级数据分析师,广东,广东省深圳市,25000-40000元/月,32500.0,硕士,5-10年,乘乘智数科技深圳有限公司
数据,数据运维工程师,广东,广东省深圳市,8000-13000元/月,10500.0,大专,1-3年,上海普睿数智科技有限公司
数据,数据产品经理（业务数据）,广东,广东省深圳市,25000-40000元/月,32500.0,本科,5-10年,深圳极光矩阵科技有限公司
数据,数据产品经理（数据工程）,广东,广东省深圳市,25000-40000元/月,32500.0,本科,5-10年,深圳极光矩阵科技有限公司
数据,数据高级经理（云图 灵犀） 数据分析师,广东,广东省广州市,15000-25000元/月,20000.0,本科,1-3年,佛山市知途文化传播有限公司
数据,数据开发工程师（数据策略/AI）,广东,广东省深圳市,15000-25000元/月,20000.0,本科,3-5年,深圳桑椹汽配科技有限公司
数据,医疗（临床）数据分析师,广东,广东省广州市,15000-25000元/月,20000.0,硕士,1-3年,广州元智数字科技有限公司
数据,汽车行业数据分析师,广东,广东省广州市,13000-15000元/月,14000.0,本科,5-10年,广州数观信息技术有限公司
数据,数据治理-高级财务咨询顾问,广东,广东省广州市,20000-40000元/月,30000.0,本科,5-10年,美云智数科技有限公司
数据,AI数据师（粤语转写）,广东,广东省清远市,3000-4000元/月,3500.0,大专,不限,悦界数智清远科技有限公司
数据,数据治理专员（商品主数据方向）,广东,广东省深圳市,9000-10000元/月,9500.0,本科,3-5年,郑州七有教育科技有限公司
数据,数据&AI数字化项目经理,广东,广东省广州市,10000-15000元/月,12500.0,本科,5-10年,广州博悦数字科技有限公司
数据,数据标注/AI训练师,广东,广东省深圳市,10000-11000元/月,10500.0,硕士,5-10年,深圳市乐格数字科技有限公司
数据,资深数据治理专家/数据治理项目经理,广东,广东省深圳市,20000-40000元/月,30000.0,本科,5-10年,湖北源创力科创供应链有限公司
数据,检验数据平台数据处理工程师,广东,广东省深圳市,15000-20000元/月,17500.0,不限,不限,南方医科大学深圳医院
数据,AI数据开发工程师,广东,广东省深圳市,30000-50000元/月,40000.0,本科,5-10年,深圳开鸿数字产业发展有限公司
数据,数据治理专员（商品主数据）,广东,广东省深圳市,10000-13000元/月,11500.0,本科,3-5年,荟才环球企业咨询北京有限公司上海分公司
数据,数据产品经理（跨境电商/双休）,广东,广东省深圳市,25000-45000元/月,35000.0,本科,3-5年,深圳益深数码有限公司
数据,高级数据研发-淘天集团-用户数据,广东,广东省深圳市,30000-50000元/月,40000.0,本科,1-3年,阿里巴巴中国有限公司
数据,数据员,广东,广东省韶关市,2000-3000元/月,2500.0,大专,1-3年,广东华讯网络有限公司
数据,数据标注,广东,广东省肇庆市,3000-4000元/月,3500.0,大专,1-3年,中世维科技有限公司
数据,数据运营,广东,广东省汕头市,3000-4000元/月,3500.0,不限,1-3年,汕头市卓海文化传媒有限公司
数据,数据标注,广东,广东省中山市,3000-7000元/月,5000.0,大专,不限,中山市网城智能科技有限公司
数据,数据分析,广东,广东省广州市,5000-8000元/月,6500.0,本科,,广州文讯信息科技有限公司
数据,数据标注,广东,广东省湛江市,3000-6000元/月,4500.0,大专,不限,北京云百讯科技有限公司
数据,数据挖掘,广东,广东省河源市,7000-9000元/月,8000.0,大专,不限,河源市粤教智源人才服务有限公司
数据,数据标注,广东,广东省东莞市,3000-6000元/月,4500.0,大专,不限,山西艺溪云智科技有限责任公司
数据,数据开发,广东,广东省广州市,10000-14000元/月,12000.0,本科,3-5年,云南南天电子信息产业股份有限公司
数据,数据文员,广东,广东省广州市,5000-6000元/月,5500.0,大专,1-3年,广州市金满鸿建材有限公司
数据,数据采集,广东,广东省东莞市,5000-7000元/月,6000.0,本科,1-3年,江西众升教育咨询发展有限公司
数据,数据中心消防测试岗,广东,广东省广州市,5000-8000元/月,6500.0,大专,不限,华数众创北京科技有限公司广州分公司
数据,数据标注,广东,广东省深圳市,6000-9000元/月,7500.0,本科,不限,江西众升教育咨询发展有限公司
数据,数据挖掘,广东,广东省茂名市,3000-4000元/月,3500.0,不限,不限,茂名市茂南区鸿威电商服务中心个体工商户
数据,数据BA,广东,广东省深圳市,15000-24000元/月,19500.0,不限,不限,四川蓉城蕾茗科技有限公司
数据,数据文员,广东,广东省广州市,4000-5000元/月,4500.0,大专,1-3年,广州瑞雅欣家居有限公司
数据,数据监测/电商数据分析（GEO方向）,广东,广东省佛山市,6000-11000元/月,8500.0,本科,1-3年,广东百政科技有限公司
数据,数据BA,广东,广东省深圳市,11000-15000元/月,13000.0,本科,5-10年,北京软通动力云计算科技服务有限公司
数据,数据调查员,广东,广东省东莞市,5000-8000元/月,6500.0,大专,不限,东莞耐诗塑胶制品有限公司
数据,数据采集,广东,广东省广州市,4000-8000元/月,6000.0,本科,1-3年,广州市傲众自动化科技有限公司
数据,数据开发,广东,广东省深圳市,12000-13000元/月,12500.0,本科,1-3年,深圳市德风古道文化传媒有限公司
数据,数据分析师,广东,广东省东莞市,3000-8000元/月,5500.0,不限,3-5年,抚州市宏婷电子商务有限公司
数据,数据标注,广东,广东省湛江市,2000-3000元/月,2500.0,大专,不限,中世维科技有限公司
数据,数据架构师,广东,广东省东莞市,18000-25000元/月,21500.0,本科,5-10年,东莞市以纯集团有限公司
数据,数据架构师,广东,广东省广州市,25000-30000元/月,27500.0,本科,5-10年,广州云物智能科技有限公司
数据,数据分析师,广东,广东省深圳市,8000-13000元/月,10500.0,本科,1-3年,深圳市环讯通科技有限公司
数据,数据分析师,广东,广东省深圳市,15000-30000元/月,22500.0,本科,3-5年,深圳市新势科创有限公司
数据,数据录入,广东,广东省中山市,4000-6000元/月,5000.0,大专,3-5年,科勒中国投资有限公司
数据,华南广州销售顾问（数据产品）,广东,广东省广州市,12000-20000元/月,16000.0,本科,1-3年,北京数势云创科技有限公司
数据,数据工程师,广东,广东省深圳市,15000-25000元/月,20000.0,本科,不限,深圳市品创互联科技有限公司
数据,数据分析(售电行业),广东,广东省广州市,15000-20000元/月,17500.0,硕士,1-3年,天娱数字科技集团股份有限公司北京分公司
数据,数据管理/数据标准治理（双休+年终奖）,广东,广东省深圳市,15000-23000元/月,19000.0,本科,1-3年,深圳易可达科技有限公司
数据,数据采集员,广东,广东省惠州市,6000-7000元/月,6500.0,高中,3-5年,深圳市万科物业服务有限公司
数据,数据助理,广东,广东省佛山市,5000-6000元/月,5500.0,不限,1-3年,西藏绿茶餐饮管理有限公司佛山南海桂城分公司
数据,数据员,广西,广西壮族自治区贺州市,4000-6000元/月,5000.0,大专,1-3年,广西智新技术咨询服务有限责任公司
数据,数据分析师,广西,广西壮族自治区梧州市,8000-9000元/月,8500.0,本科,3-5年,政通智慧城市运营科技有限公司广州第二分公司
数据,财务数据分析，数据整理,广西,广西壮族自治区玉林市,3000-4000元/月,3500.0,本科,1-3年,广西边角科技有限公司
数据,数据分析员,广西,广西壮族自治区南宁市,4000-6000元/月,5000.0,本科,1-3年,广西南宁搏信纪元信息咨询有限公司
数据,数据开发,广西,广西壮族自治区南宁市,9000-10000元/月,9500.0,本科,1-3年,中电金信软件有限公司
